cat,index,name,price
Средства защиты,138-0076-01,Линия анкерная MILLER МН-00 1002892,7196.82
Средства защиты,130-0019-04,Каска UVEX ТЕРМО БОСС 9754,2525.2
Средства защиты,132-0011-01,Наушники противошумные РОСОМЗ СОМЗ 3-3 60300,210.63
Средства защиты,138-0010-09,Линия анкерная MILLER МН-00 1007615,7939.04
Средства защиты,132-0094-01,Наушники противошумные РОСОМЗ СОМЗ 3-5 ШТУРМ 60105,421.26
Средства защиты,133-0084-01,Маска полная (респиратор) 3M 6800,10877.24
Средства защиты,138-0073-01,Линия анкерная MILLER МН-00 1002893,9939.14
Средства защиты,131-0399-01,Крышка фильтра 3M SPEEDGLAS 838031,3537.64
Средства защиты,130-0021-49,Каска РОСОМЗ СОМЗ-55 ФАВОРИТ ТЕРМО,982.94
Средства защиты,138-0077-01,Линия анкерная MILLER МН-00 1002894,12662.58
Средства защиты,131-0401-01,Батарея аккумуляторная 3M SPEEDGLAS 837631 повышенной емкости,22144.47
Спецобувь,120-0064-01,Сабо МАША с ремешком,610.65
Спецобувь,120-0037-01,Тапочки на резиновой подошве,512.71
Спецобувь,120-0188-01,Туфли женские 6812-00101,941.05
Спецобувь,122-0003-01,Валенки,828.36
Спецобувь,120-0154-01,Полуботинки Трейл ЛЕДИ ДЖИ КП,1685.04
Спецобувь,120-0060-02,Туфли ТОФФ ГЕРА,1207.73
Спецобувь,120-0155-01,Полуботинки Трейл ЛЕДИ ЗОМЕР КП с перф отв. (сандалеты),1713.36
Спецобувь,120-0063-01,Сабо ЛЕНА без ремешка,590
Спецобувь,120-0038-01,Тапочки на кожаной подошве,695.02
Спецобувь,122-0037-01,Сапоги M&G ТАЙМЫР с чулком,4479.28
Спецобувь,122-0004-01,Валенки обрезиненные,1011.26
Спецобувь,120-0192-01,Сапоги ТОФФ ТОРЖОК с манжетой,1825.46
Спецобувь,120-0189-01,Ботинки ТОФФ ТРУД МП,1341.07
Спецобувь,120-0082-01,Полуботинки ТОФФ СПАРТА,1432.52
Спецобувь,120-0047-01,Сандалии ТОФФ ТРОЯ,1137.52
Спецобувь,120-0012-01,Сабо ТЕМП,660.21
Спецобувь,120-0011-01,Тапочки ЭВА мужские,105.61
Спецобувь,122-0029-01,Сапоги M&G ЯМАЛ с вкладным чулком,6487.64
Спецобувь,122-0058-01,Сапоги ФОРВЕЛД 4 КПТ (Р),3384.24
Спецобувь,123-0002-01,Галоши на валенки,230.1
Спецобувь,120-0198-01,Туфли женские,1685.04
Спецобувь,120-0226-01,Ботинки ТРЕЙЛ ПЛЮС Т3 (Р),3496.34
Спецобувь,120-0035-01,Сапоги Трейл ГРАНД МП,2387.14
Спецобувь,120-0069-01,Ботинки ТОФФ ТРУД,1179.41
Спецобувь,120-0055-02,Полуботинки ТОФФ ЛЕДИ СПАРТА,1292.1
Спецобувь,122-0062-01,Сапоги M&G МОНБЛАН с чулком 9008,7708.94
Спецобувь,31002326,Валенки обрезиненные нестандартные разме,1011.26
Спецобувь,120-0018-02,Сандалии ТОФФ ЛЕДИ ТРОЯ,1165.25
Спецобувь,123-0005-01,Сапоги резиновые для шахтеров С193-МТЗ,990.02
Спецобувь,120-0166-01,Ботинки ФОРВЕЛД 3 КП (Р),2275.04
Спецобувь,120-0120-01,Туфли PANDA САНИТАРИ 34560 S1,2500.42
Спецобувь,120-0091-01,Сандалии PANDA СТРОНГ 6119 S1,2576.53
Спецобувь,121-0059-01,Сапоги ФОРВЕЛД М5 (Р),2738.19
Спецобувь,31002277,Валенки нестандартные размеры,828.36
Спецобувь,123-0020-01,Сапоги резиновые КЩС,526.87
Спецобувь,120-0191-01,Полуботинки ТОФФ СТЕП ПУ,1283.84
Спецобувь,120-0051-01,Сапоги ТОФФ АЛЬП МП,2064.41
Спецобувь,120-0131-01,Ботинки PANDA СТРОНГ 6919 S1,2333.45
Спецобувь,120-0075-01,Сандалии M&G АДЕЛАИДА,3622.6
Спецобувь,120-0044-02,Ботинки ТОФФ ЛЕДИ КРАФТ,1116.28
Спецобувь,120-0123-01,Полуботинки PANDA СТРОНГ 6219 S1,2180.64
Спецобувь,120-0133-01,Туфли PANDA САНИТАРИ 3406 О1,2123.41
Спецобувь,120-0078-01,Сандалии M&G КАНБЕРРА,3131.13
Спецобувь,123-0027-01,Сапоги АРТЕ для шахтеров 787-05,3370.08
Спецобувь,122-0072-01,Сапоги ТОФФ АНГАРА И с чулком с манжетой,2021.93
Спецобувь,120-0153-01,Ботинки Трейл ЛЕДИ ИКС КП,1741.09
Спецобувь,120-0031-01,Полуботинки HECKEL МАКЭЙР с перфорацией,6419.79
Спецобувь,122-0061-01,Сапоги Трейл ЛЕДИ ПОЛЮС КПИ,2036.09
Спецобувь,123-0019-01,Галоши ЭВА,273.76
Спецобувь,123-0012-01,Сапоги пвх,287.92
Спецобувь,120-0132-01,Полуботинки PANDA БЕЙСИК 6211 S1,1875.61
Спецобувь,120-0116-01,Сандалии HECKEL ФОКУС ПЕРФО,3819.07
Спецобувь,123-0011-01,Сапоги пвх с манжетой,498.55
Спецобувь,123-0004-01,Галоши САДОВЫЕ,182.31
Спецобувь,120-0173-01,Полуботинки PANDA СТРОНГ ПРОФЕССИОНАЛ 96650 O1,2686.27
Спецобувь,120-0170-01,Сандалии M&G НЬЮКАСТЛ,3791.34
Спецобувь,122-0057-02,Сапоги Трейл ПОЛЮС МПИ,2415.46
Спецобувь,123-0017-01,Сапоги ПВХ,786.47
Спецобувь,124-0017-01,Насадка ПАНЦИРЬ противоударная,954.62
Спецобувь,120-0186-01,Сандалии PANDA СТРОНГ 6109 О1,2416.64
Защита рук,136-0270-01,Перчатки ВОСТОЧНЫЕ ТИГРЫ G160 c полосами из нитрила,182.31
Защита рук,136-0010-01,Перчатки ANSELL ВИНТЕР МАНКИ ГРИП 23-173,867.3
Защита рук,136-0035-01,Перчатки ANSELL АЛЬФАТЕК,705.05
Защита рук,136-0074-01,Перчатки СПЕЦ G137,132.75
Защита рук,136-0205-01,Перчатки СПЕЦ G137,132.75
Защита рук,136-0113-01,Перчатки ANSELL ХАЙФЛЕКС 11-800,276.71
Защита рук,136-0119-01,Перчатки ANSELL ВИНТЕР МАНКИ ГРИП 23-191,764.05
Защита рук,136-0041-02,Перчатки ANSELL СОЛВЕКС,155.76
Защита рук,136-0016-01,Рукавицы G12,77.29
Защита рук,136-0114-01,Перчатки ANSELL ХАЙФЛЕКС 11-900,266.09
Защита рук,136-0228-01,Перчатки ANSELL ХАЙФЛЕКС 11-920,451.94
Защита рук,136-0210-01,Перчатки ANSELL ВИНТЕР МАНКИ ГРИП 23-193,805.35
Защита рук,136-0079-01,Перчатки ANSELL БАЙ-КОЛОР,161.66
Защита рук,136-0021-01,Перчатки диэлектрические бесшовные,386.45
Защита рук,136-0109-01,Перчатки ANSELL ХАЙКРОН 27-805,261.96
Защита рук,136-0008-01,Перчатки ANSELL ПОЛАР ГРИП,1662.62
Защита рук,136-0052-01,Перчатки ANSELL ЭКСТРА,181.13
Защита рук,136-0050-01,Рукавицы G26,110.92
Защита рук,136-0108-01,Перчатки ANSELL ХАЙКРОН 27-607,257.83
Защита рук,136-0093-01,Перчатки ANSELL ВОРКГАРД 43-216,792.37
Защита рук,136-0023-01,Перчатки ANSELL ЭКОНОХЕНДС,70.21
Защита рук,136-0083-01,Коврик диэлектрический,379.37
Защита рук,136-0081-01,Вачеги G24,358.13
Защита рук,136-0107-01,Перчатки ANSELL ХАЙКРОН 27-602,256.65
Защита рук,136-0063-01,Перчатки ANSELL КРУЗЕЙДЕР ФЛЕКС,1412.46
Защита рук,136-0024-01,Перчатки ANSELL УНИВЕРСАЛ,91.45
Защита рук,136-0068-01,Рукавицы меховые,391.76
Защита рук,136-0019-01,Перчатки ANSELL ХАЙКРОН 27-600,231.87
Защита рук,136-0057-01,Перчатки ANSELL МЕРКУРИ,2946.46
Защита рук,136-0075-01,Рукавицы G14,76.11
Защита рук,136-0011-02,Перчатки ANSELL ХАЙЛАЙТ 47-400,189.98
Защита рук,136-0006-01,Перчатки ANSELL НЕПТУН КЕВЛАР,1247.26
Защита рук,136-0025-01,Перчатки ANSELL НЕОТОП,276.12
Защита рук,136-0085-01,Рукавицы ЛИКОМ ПОЛИЗАР КР 60,175.23
Защита рук,136-0211-01,Перчатки ANSELL ПАУЕР ФЛЕКС 80-813,2072.08
Защита рук,136-0111-01,Перчатки ANSELL ХАЙЛАЙТ 47-409,380.55
Защита рук,136-0110-01,Перчатки ANSELL ХАЙЛАЙТ 47-402,233.05
Защита рук,136-0017-01,Рукавицы G16,140.42
Защита рук,136-0116-01,Перчатки ANSELL ХАЙФЛЕКС 11-600,302.08
Защита рук,136-0139-01,Перчатки ANSELL ТЕРМО-КНИТ 78-101,419.49
Защита рук,136-0015-01,Рукавицы G11,59.59
Защита рук,136-0183-01,Перчатки ANSELL ВЕРСАТАЧ 92-200,13.57
Защита рук,136-0036-01,Краги ВОСТОЧНЫЕ ТИГРЫ G128 (размер 11),673.78
Защита рук,136-0014-01,Рукавицы G47,113.87
Защита рук,105-0032-81,Рукавицы двупалые с крагами TEMPEX МАГНУМ,6584.4
Защита рук,136-0066-01,Краги ВОСТОЧНЫЕ ТИГРЫ G129,814.2
Защита рук,136-0064-01,Перчатки ANSELL ТАЧ И ТАФ,31.86
Защита рук,105-0036-81,Рукавицы с крагами TEMPEX МАГНУМ,6700.04
Защита рук,136-0037-01,Перчатки ВОСТОЧНЫЕ ТИГРЫ нетканый материал G130,368.75
Защита рук,136-0031-01,Перчатки ANSELL НЕОТАЧ,30.09
Защита рук,136-0003-01,Перчатки ANSELL ХАЙФЛЕКС,189.39
Защита рук,136-0038-01,Перчатки ВОСТОЧНЫЕ ТИГРЫ G134,743.99
Защита рук,136-0056-01,Перчатки ANSELL ФАЙБЕР ТАФ,203.55
Защита рук,136-0062-01,Краги ВОСТОЧНЫЕ ТИГРЫ G136,730.42
Защита рук,136-0184-01,Перчатки ANSELL СТРИНГНИТС 76-160,169.92
Защита рук,136-0147-01,Перчатки CERVA ТУРТУР,495.01
Защита рук,136-0121-01,Перчатки CERVA НИВАЛИС,388.81
Защита рук,136-0058-01,Перчатки КЩС тип 1,110.92
Защита рук,136-0020-02,Перчатки ANSELL ВИБРАГАРД 07-111,3626.14
Защита рук,136-0086-01,Краги G340,447.22
Средства защиты,132-0029-03,Вкладыши противошумные UVEX ВИСПЕР 2111,107.97
Средства защиты,131-0018-04,Очки UVEX СУПЕР ДЖИ 9172,792.96
Средства защиты,131-0120-02,Щиток электросварщика с АЗСФ НН-10-У1,2975.37
Средства защиты,132-0029-01,Вкладыши противошумные UVEX ВИСПЕР 2111,94.99
Средства защиты,133-0219-01,Полумаска фильтрующая (респиратор)  SPIROTEK VS 2200CV,102.66
Средства защиты,138-0154-01,Привязь страховочная ARX PS-8,6595.61
Средства защиты,131-0018-01,Очки UVEX СУПЕР ДЖИ 9172,792.96
Средства защиты,132-0044-02,Вкладыши противошумные UVEX ИКС ФИТ 2112 010,66.08
Средства защиты,133-0217-01,Полумаска фильтрующая (респиратор)  SPIROTEK VS 2200WV,269.63
Средства защиты,138-0122-01,Привязь страховочная ARX (разм.) PS-5,8196.87
Средства защиты,131-0450-01,Щиток РОСОМЗ НН12 КРИСТАЛАЙН СТАНДАРТ АРТ.51285,8706.04
Средства защиты,131-0133-01,Щиток РОСОМЗ КРИСТАЛАЙН УНИВЕРСАЛ НН-12,9408.14
